label,name,notice,furigana
燃やせるごみ,調味料入れ紙・木製,,ち
燃やせないごみ,調味料入れ陶磁器製・プラスチック製,,ち
缶・びん・ペットボトル,調味料のびん,プラスチックのふたはプラスチック製容器包装に出してください。,ち
粗大ごみ,調理台,自分で取り外したものに限る。,ち
燃やせるごみ,チョーク,,ち
燃やせないごみ,チョコレートの銀紙アルミ箔,,ち
新聞紙,チラシ（新聞折り込み）,新聞と一緒に束ねて出してください。,ち
雑誌・ダンボール・紙パック,チラシ（新聞折り込み以外）,雑がみとして雑誌と一緒に束ねて出してください。,ち
燃やせるごみ,ちり紙,,ち
燃やせないごみ,ちり取り,,ち
粗大ごみ,ついたて,,つ
燃やせないごみ,つえプラスチック・金属製,,つ
燃やせるごみ,つえ竹・木製,,つ
燃やせないごみ,使い捨てカイロ,,つ
燃やせないごみ,使い捨てカメラ,,つ
燃やせないごみ,使い捨てライター,必ず中身を使い切って出してください。,つ
粗大ごみ,机,,つ
燃やせるごみ,付け毛,,つ
燃やせないごみ,付け爪,,つ
市で処理できない,漬物石,,つ
粗大ごみ,漬け物樽,,つ
プラスチック製容器包装,漬物の袋,汚れを落して出してください。,つ
市で処理できない,土,庭やプランターの土に混ぜて処理してください。,つ
粗大ごみ,つっぱり棒,,つ
雑誌・ダンボール・紙パック,包み紙,,つ
粗大ごみ,つぼ（陶磁器）,30cm角程度より小さいものは燃やせないごみ,つ
燃やせるごみ,つまようじ,危険のないように先を折る。,つ
燃やせるごみ,積み木木製,,つ
燃やせないごみ,積み木プラスチック製,,つ
プラスチック製容器包装,詰め替えパック・ボトルプラスチック製,必ず中身を使い切って、汚れを落とす。,つ
燃やせないごみ,つめ切り,,つ
燃やせないごみ,釣糸,,つ
粗大ごみ,釣り竿,5本以内で1個扱い。,つ
燃やせないごみ,釣り針,危険のないように新聞紙等で包む。,つ
粗大ごみ,つるはし,,つ
燃やせないごみ,DVD（ケースを含む）,,て
燃やせないごみ,T字カミソリ,危険のないように新聞紙等で包む。,て
燃やせないごみ,T字カミソリの替え刃,危険のないように新聞紙等で包む。,て
燃やせるごみ,ティーバッグ,,て
粗大ごみ,DVDレコーダー,,て
粗大ごみ,低周波治療器,30cm角程度より小さいものは燃やせないごみ,て
雑誌・ダンボール・紙パック,ティッシュの箱,ビニールは取り除いてください。,て
燃やせるごみ,ティッシュペーパー,,て
燃やせないごみ,テープカッター（台）,,て
粗大ごみ,テーブル,,て
燃やせるごみ,テーブルクロス布製,小さく切って袋に入れる。,て
燃やせないごみ,テーブルクロスビニール製,,て
燃やせないごみ,テープレコーダー,30cm角程度より大きいものは粗大ごみ,て
粗大ごみ,手押し車,,て
燃やせないごみ,手鏡,,て
雑誌・ダンボール・紙パック,手紙,雑がみとして雑誌と一緒に束ねて出す。,て
燃やせないごみ,てぐす（釣糸）,,て
雑誌・ダンボール・紙パック,手提げ袋紙製,取っ手の部分がビニールのものは取り除いてください。,て
燃やせないごみ,手提げ袋プラスチック製,,て
燃やせないごみ,デジタルカメラ,,て
燃やせないごみ,デジタル血圧計,,て
燃やせないごみ,デジタル体温計,,て
粗大ごみ,デスクマット,30cm角程度より小さいものは燃やせないごみ,て
雑誌・ダンボール・紙パック,手帳,個人情報が含まれる部分は、小さく切って出してください。ビニールカバー等は燃やせないごみ,て
粗大ごみ,鉄アレイ,,て
市で処理できない,鉄筋,販売店・専門の処理業者に相談するか、引取りを依頼してください。,て
市で処理できない,鉄製ホイール（車両用）,販売店・専門の処理業者に相談するか、引取りを依頼してください。,て
粗大ごみ,鉄パイプ,30cmより短いものは燃やせないごみ,て
粗大ごみ,鉄板,30cm角程度より小さいものは燃やせないごみ,て
燃やせないごみ,テニスボール,,て
燃やせないごみ,テニスラケット,木製は燃やせるごみ（ガットははずして燃やせないごみへ）,て
燃やせるごみ,手拭い,,て
燃やせないごみ,手袋革・ゴム製,,て
燃やせるごみ,手袋布・毛糸製,,て
市で処理できない,テレビ,家電リサイクル法により有料でメーカーが引取り,て
粗大ごみ,テレビアンテナ,,て
燃やせないごみ,TVゲーム機,30cm角程度より大きいものは粗大ごみ,て
粗大ごみ,テレビ台,,て
燃やせないごみ,テレホンカード,,て
燃やせないごみ,電気あんか,,て
市で処理できない,電気温水器,販売店・専門の処理業者に相談するか、引取りを依頼してください。,て
粗大ごみ,電気カーペット,,て
燃やせないごみ,電気蚊とり器,,て
燃やせないごみ,電気かみそり,,て
燃やせないごみ,電気コード,,て
粗大ごみ,電気こたつ,,て
燃やせないごみ,電気コンロ,,て
燃やせないごみ,電気スタンド,30cm角程度より大きいものは粗大ごみ,て
粗大ごみ,電気ストーブ,,て
粗大ごみ,電気ドリル,30cm角程度より小さいものは燃やせないごみ。家庭用に限る。,て
燃やせないごみ,電気ポット,,て
粗大ごみ,電気毛布,,て
粗大ごみ,電気餅つき機,,て
燃やせないごみ,電球,新聞紙・紙のケースなどに包んで出してください。,て
燃やせないごみ,電源アダプター,,て
粗大ごみ,電子オルガン,,て
粗大ごみ,電磁調理器,30cm角程度より小さいものは燃やせないごみ,て
燃やせないごみ,電子手帳,,て
粗大ごみ,電子ピアノ,なるべく販売店で引き取ってもらってください。,て
粗大ごみ,電子レンジ,,て
粗大ごみ,天体望遠鏡,,て
燃やせないごみ,電卓,,て
市で処理できない,電池充電式,販売店等の回収ボックスに出してください。,て
有害ごみ,電池乾電池,市役所・支所の回収箱に入れるか、粗大ごみを出すときに透明のポリ袋に入れて出してください。,て
有害ごみ,電池ボタン型,市役所・支所の回収箱に入れるか、粗大ごみを出すときに透明のポリ袋に入れて出してください。,て
粗大ごみ,テント,,て
燃やせないごみ,点灯管（グロー球）,,て
粗大ごみ,電動工具,,て
粗大ごみ,電動式自転車,バッテリーを外してください。外したバッテリーは、販売店・専門の処理業者に相談するか、引取りを依頼してください。,て
粗大ごみ,電灯のかさ,30cm角程度より小さいものは燃やせないごみ,て
燃やせないごみ,電動歯ブラシ,電池は外す。,て
燃やせるごみ,天ぷら油,ボロ布などにしみこませるか、凝固剤を使用。地域で廃油回収を行っているところはご協力をお願いします。,て
燃やせないごみ,天ぷらガード,,て
燃やせないごみ,てんぷら鍋,30cm角程度より大きいものは粗大ごみ,て
粗大ごみ,転落防止柵,,て
燃やせないごみ,電話器,,て
粗大ごみ,電話器（FAXつき）,,て
粗大ごみ,電話台,,て
雑誌・ダンボール・紙パック,電話帳,タウンページセンター（電話：0120-506-309）へ回収を依頼,て
粗大ごみ,ドア,日曜大工で出たものに限る。,と
燃やせないごみ,ドアノブ金属製,,と
燃やせないごみ,砥石,,と
雑誌・ダンボール・紙パック,トイレットペーパーの芯,雑がみとして雑誌と一緒に束ねて出す。,と
粗大ごみ,トイレ便座,,と
燃やせないごみ,トイレブラシ,30cm角程度より大きいものは粗大ごみ,と
粗大ごみ,籐家具,30cm角程度より小さいものは燃やせるごみ,と
燃やせないごみ,陶磁器,30cm角程度より大きいものは粗大ごみ,と
プラスチック製容器包装,豆腐パックプラスチック製,,と
市で処理できない,灯油,できるだけ販売店に引き取ってもらう。少量であれば、新聞紙などにしみ込ませて燃やせるごみ,と
粗大ごみ,灯油缶缶・プラスチック製,18リットル以上,と
燃やせないごみ,灯油ポンプ,電動のものは電池を外す。,と
雑誌・ダンボール・紙パック,道路地図,,と
燃やせないごみ,トースター,30cm角程度より大きいものは粗大ごみ,と
燃やせないごみ,時計（掛時計・置時計・腕時計）,30cm角程度より大きいものは粗大ごみ。電池は外す。,と
燃やせないごみ,登山用シューズ,,と
粗大ごみ,戸棚,,と
粗大ごみ,トタン,日曜大工で出たものに限る。2枚で1個。,と
粗大ごみ,トタン板プラスチック・ブリキ製,日曜大工で出たものに限る。,と
燃やせないごみ,とっくり（陶磁器製）,,と
燃やせないごみ,土鍋,30cm角程度より大きいものは粗大ごみ,と
燃やせないごみ,土のう袋プラスチック製,中の土は庭などで処理してください。,と
燃やせないごみ,土瓶,,と
燃やせないごみ,ドライバー（ネジ回し）,,と
燃やせるごみ,ドライフラワー,,と
燃やせないごみ,ドライヤー,,と
粗大ごみ,ドラム缶,,と
粗大ごみ,ドラムセット,,と
粗大ごみ,トランク（スーツケース）,,と
燃やせないごみ,トランシーバー,電池は外す。,と
粗大ごみ,トランポリン（玩具）,,と
粗大ごみ,鳥かご金属製,30cm角程度より小さいものは燃やせないごみ,と
燃やせるごみ,ドリップ用フィルター,,と
燃やせるごみ,塗料,新聞紙などにしみ込ませる。,と
燃やせないごみ,塗料缶,必ず中身を使い切って、出してください。（一斗缶は粗大ごみ）,と
缶・びん・ペットボトル,ドリンク剤のびん,,と
燃やせないごみ,ドリンク剤のびんのキャップ金属製,,と
プラスチック製容器包装,トレイプラスチック製,お惣菜・刺身などの食品トレイ、冷凍食品などのトレイ,と
燃やせるごみ,トレイ紙製,リサイクルが困難なため,と
燃やせるごみ,トレイ木製,30cm角程度より大きいものは粗大ごみ,と
燃やせないごみ,トレイ金属・プラスチック製,,と
粗大ごみ,トレーニング機器,,と
粗大ごみ,ドレッサー（姿見）,,と
缶・びん・ペットボトル,ドレッシング容器びん,,と
プラスチック製容器包装,ドレッシング容器プラスチック製,必ず中身を使い切って、汚れを落とす。,と
市で処理できない,泥,庭やプランターの土に混ぜて処理してください。,と
プラスチック製容器包装,トロ箱発泡スチロール,,と
粗大ごみ,トロ箱木製,,と
燃やせないごみ,トロフィー,30cm角程度より大きいものは粗大ごみ,と
燃やせないごみ,どんぶり陶器・プラスチック製,,と
燃やせないごみ,ナイフ,危険のないように新聞紙等で包む。,な
プラスチック製容器包装,苗木のポットプラスチック製,,な
燃やせないごみ,長靴,,な
市で処理できない,流し台,販売店・専門の処理業者に相談するか、引取りを依頼してください。,な
燃やせないごみ,ナタ,危険のないように新聞紙等で包む。,な
プラスチック製容器包装,納豆の容器プラスチック製,汚れを落して出してください。,な
燃やせないごみ,鍋,30cm角程度より大きいものは粗大ごみ,な
燃やせるごみ,鍋敷き布・木製,,な
燃やせないごみ,鍋敷き布・木製以外,,な
燃やせるごみ,鍋つかみ布製,,な
燃やせるごみ,生ごみ,,な
粗大ごみ,生ごみ処理容器（コンポスト）,,な
燃やせないごみ,鉛（つり用）,,な
市で処理できない,波板（農業用）,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,な
粗大ごみ,波板トタン,日曜大工で出たものに限る。2枚で1個。,な
燃やせるごみ,縄布製等,1m程度に切ってください。,な
燃やせないごみ,縄ビニール製,,な
燃やせるごみ,縄跳び布製,,な
燃やせないごみ,縄跳びビニール製,,な
市で処理できない,ニカド電池,販売店等の回収ボックスに出してください。,に
市で処理できない,荷車,販売店・専門の処理業者に相談するか、引取りを依頼してください。,に
市で処理できない,ニス,販売店・専門の処理業者に相談するか、引取りを依頼してください。,に
粗大ごみ,二段ベッド,,に
市で処理できない,ニッケル水素電池,販売店等の回収ボックスに出してください。,に
燃やせないごみ,ニッパー,,に
燃やせないごみ,乳酸菌飲料のふたアルミ箔製・金属製,,に
プラスチック製容器包装,乳酸菌飲料のふたプラスチック製,,に
プラスチック製容器包装,乳酸菌飲料の容器プラスチック製,,に
雑誌・ダンボール・紙パック,乳酸菌飲料の容器紙製,500ミリリットル未満のものは燃やせるごみ,に
缶・びん・ペットボトル,乳酸菌飲料の容器びん,,に
燃やせないごみ,入浴剤の缶,必ず中身を使い切って出してください。,に
プラスチック製容器包装,入浴剤の袋プラスチック製,必ず中身を使い切って出してください。,に
燃やせるごみ,庭木直径5cm以内のもの,長さ30cm程度にし、袋に入れる（5袋まで。草・落葉含む。）,に
粗大ごみ,庭木直径5cmより太いもの,1m程度に切ってください。,に
燃やせないごみ,人形プラスチック製,30cm角程度より大きいものは粗大ごみ,に
燃やせるごみ,人形布・紙製,,に
粗大ごみ,人形飾りひな壇,,に
粗大ごみ,人形ケース,30cm角程度より小さいものは燃やせないごみ,に
燃やせるごみ,ぬいぐるみ,45リットルのごみ袋に入らないものは粗大ごみ,ぬ
燃やせないごみ,縫い針,危険のないように新聞紙等で包む。,ぬ
燃やせるごみ,ぬか・ぬかみそ,,ぬ
燃やせるごみ,布類 （布くず・布ぎれ）,小さく切って袋に入れる。,ぬ
プラスチック製容器包装,塗り薬のチューブプラスチック製,汚れのとれないものは燃やせないごみ,ぬ
燃やせないごみ,塗り薬のチューブ金属製,,ぬ
燃やせないごみ,ネガ（写真用）,,ね
燃やせるごみ,ネクタイ,,ね
粗大ごみ,ねこ車,,ね
燃やせないごみ,ねじ,,ね
燃やせないごみ,ねずみ捕り（金属製）,,ね
燃やせないごみ,ネックレス,,ね
プラスチック製容器包装,ネット（食品梱包用）プラスチック製,みかんのネット等,ね
燃やせるごみ,寝袋,小さく切って袋に入れる。,ね
プラスチック製容器包装,ねりわさび等のチューブプラスチック製,汚れのとれないものは燃やせないごみ,ね
燃やせないごみ,ねりわさび等のチューブ金属製,,ね
燃やせるごみ,粘着テープ,ビニール製は燃やせないごみ,ね
燃やせるごみ,粘土紙,,ね
燃やせないごみ,粘土土,,ね
市で処理できない,農機具（耕運機など）,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,の
市で処理できない,農機具につける爪や刃,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,の
市で処理できない,農業用の波板,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,の
市で処理できない,農業用ビニール（ネット）,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,の
市で処理できない,農業用肥料袋,販売店・専門の処理業者に相談するか、引取りを依頼してください。産業廃棄物の処理については、県環境指導課（電話：088-621-2269）へお問い合わせください。,の
市で処理できない,農薬,販売店・専門の処理業者に相談するか、引取りを依頼してください。,の
市で処理できない,農薬の容器,販売店・専門の処理業者に相談するか、引取りを依頼してください。,の
雑誌・ダンボール・紙パック,ノート,雑誌と一緒に束ねて出す。,の
市で処理できない,ノートパソコン,資源有効利用促進法により有料または無料でメーカーが引取り,の
燃やせないごみ,のこぎり,刃の部分は危険のないように新聞紙等で包む。45リットルのごみ袋に入らないものは粗大ごみ。,の
燃やせないごみ,ノミ（工具）,危険のないように新聞紙等で包む。,の
缶・びん・ペットボトル,海苔の容器缶・びん,,の
プラスチック製容器包装,海苔の容器プラスチック製,,の
プラスチック製容器包装,糊の容器プラスチック製,必ず中身を使い切って、汚れを落とす。,の
燃やせるごみ,のれん,,の
燃やせるごみ,歯,,は
粗大ごみ,バーベキューコンロ,,は
粗大ごみ,バーベル,,は
燃やせないごみ,ハーモニカ,,は
燃やせるごみ,灰（焼却灰）,当日の朝、十分水を含ませて出してください。,は
粗大ごみ,バイオリン,,は
市で処理できない,バイク,販売店・専門の処理業者に相談するか、引取りを依頼してください。,は
粗大ごみ,ハイザー（こめびつ）,,は
燃やせないごみ,灰皿,,は
燃やせないごみ,パイプ金属・プラスチック製,30cm角程度より大きいものは粗大ごみ,は
粗大ごみ,パイプ椅子,,は
粗大ごみ,パイプハンガー,,は
燃やせるごみ,廃油（食用油）,ボロ布などにしみこませるか、凝固剤を使用。地域で廃油回収を行っているところはご協力をお願いします。,は
燃やせないごみ,バインダー,,は
燃やせないごみ,ハエたたき,,は
雑誌・ダンボール・紙パック,はがき,雑がみとして雑誌と一緒に束ねて出す。個人情報が含まれる部分は、小さく切って出してください。,は
燃やせないごみ,はかり,,は
燃やせないごみ,白熱電球,,は
燃やせるごみ,ハケ木製,,は
燃やせないごみ,ハケ木製以外,,は
燃やせないごみ,バケツ,45リットルのごみ袋に入らないものは粗大ごみ,は
燃やせるごみ,羽子板,30cm角程度より大きいものは粗大ごみ,は
燃やせないごみ,はさみ,刃の部分は危険のないように新聞紙等で包む。,は
燃やせないごみ,箸プラスチック製,,は
燃やせるごみ,箸竹・木製,,は
粗大ごみ,はしごアルミ・木製,,は
粗大ごみ,柱時計,30cm角程度より小さいものは燃やせないごみ,は
燃やせるごみ,バスタオル,,は
燃やせないごみ,バスブーツプラスチック製,,は
燃やせないごみ,バスマットプラスチック製,45リットルのごみ袋に入らないものは粗大ごみ,は
燃やせるごみ,バスマット布製,,は
燃やせるごみ,パズル紙製,リサイクルが困難なため。台紙は小さく切ってください。プラスチック製は燃やせないごみ。,は
粗大ごみ,パズルマット,,は
燃やせるごみ,バスローブ,小さく切って袋に入れる。,は
市で処理できない,パソコン,資源有効利用促進法により有料または無料でメーカーが引取り,は
燃やせないごみ,パソコンキーボード,30cm角程度より大きいものは粗大ごみ,は
粗大ごみ,パソコン台,,は
市で処理できない,パソコン用ディスプレイ,資源有効利用促進法により有料または無料でメーカーが引取り,は
雑誌・ダンボール・紙パック,バター・マーガリンの外箱紙製,,は
プラスチック製容器包装,バター・マーガリンの容器プラスチック製,必ず中身を使い切って、汚れを落とす。,は
粗大ごみ,パターマット,,は
燃やせるごみ,ハタキ竹・木製,45リットルの袋に入らないものは粗大ごみ,は
燃やせないごみ,ハタキプラスチック製,,は
燃やせないごみ,鉢（植木用）陶器・プラスチック製,30cm角程度より大きいものは粗大ごみ,は
燃やせないごみ,鉢（ラーメン・丼用）,30cm角程度より大きいものは粗大ごみ,は
燃やせないごみ,鉢（金属・ガラス製）,30cm角程度より大きいものは粗大ごみ,は
市で処理できない,発煙筒,販売店・専門の処理業者に相談するか、引取りを依頼してください。,は
燃やせないごみ,バッグ,45リットルの袋に入らないものは粗大ごみ,は
市で処理できない,バッテリー,販売店・専門の処理業者に相談するか、引取りを依頼してください。,は
市で処理できない,発電機,販売店・専門の処理業者に相談するか、引取りを依頼してください。,は
粗大ごみ,バット（スポーツ用）木・金属製,,は
燃やせるごみ,法被,小さく切って袋に入れる。,は
プラスチック製容器包装,発泡スチロール,家電製品等を保護しているもの,は
燃やせないごみ,バトミントンシャトル,コルク製は燃やせるごみ,は
燃やせないごみ,バトミントンラケット,木製は燃やせるごみ（ガットははずして燃やせないごみへ）,は
燃やせるごみ,花火,水に十分浸してから出してください。,は
プラスチック製容器包装,花火の外袋プラスチック製,,は
雑誌・ダンボール・紙パック,花火の台紙,,は
燃やせるごみ,パフ（化粧用）,,は
燃やせないごみ,歯ブラシ,,は
プラスチック製容器包装,歯ブラシの入った容器プラスチック製,,は
プラスチック製容器包装,歯磨き粉のチューブプラスチック製,汚れのとれないものは燃やせないごみ,は
燃やせないごみ,歯磨き粉のチューブ金属製,,は
燃やせないごみ,刃物,危険のないように新聞紙等で包む。,は
粗大ごみ,パラソル（ビーチ）,,は
粗大ごみ,パラボラアンテナ（家庭用）,,は
燃やせないごみ,バランプラスチック製,,は
燃やせないごみ,針,紙などで包む。,は
燃やせないごみ,針金,,は
燃やせないごみ,針金ハンガー,,は
燃やせないごみ,バルサン（くん煙殺虫剤）の容器金属製,,は
燃やせないごみ,バレーボール,中の空気を抜いてから出してください。,は
市で処理できない,パレット（運送用）,販売店・専門の処理業者に相談するか、引取りを依頼してください。,は
粗大ごみ,ハロゲンヒーター,,は
燃やせないごみ,ハンガー,,は
粗大ごみ,ハンガーラック,,は
燃やせるごみ,ハンカチ,,は
燃やせるごみ,はんこ木製,,は
燃やせないごみ,はんこ木製以外,,は
燃やせないごみ,飯ごう,,は
雑誌・ダンボール・紙パック,半紙,,は
燃やせるごみ,絆創膏,,は
燃やせないごみ,はんだごて,,は
燃やせないごみ,パンチ（文具）,,は
燃やせないごみ,ハンドクリーナー,,は
プラスチック製容器包装,ハンドクリームの容器プラスチック製,必ず中身を使い切って、汚れを落とす。,は
燃やせないごみ,ハンドクリームの容器びん,,は
燃やせないごみ,ハンドバッグ,布製は燃やせるごみ,は
燃やせないごみ,ハンドミキサー,,は
燃やせないごみ,ハンドモップ,,は
燃やせないごみ,ハンドルカバー,,は
プラスチック製容器包装,パンの袋,,は
プラスチック製容器包装,パンの袋の止め具プラスチック製,,は
雑誌・ダンボール・紙パック,パンフレット,,は
燃やせないごみ,ハンマー（かなづち）,30cm角程度より大きいものは粗大ごみ,は
粗大ごみ,パン焼き機（ホームベーカリー）,,は
燃やせないごみ,ピアス,,ひ
粗大ごみ,ピアニカ,,ひ
市で処理できない,ピアノグランドピアノ,販売店・専門の処理業者に相談するか、引取りを依頼してください。,ひ
粗大ごみ,ピアノグランドピアノ以外,,ひ
燃やせないごみ,ピアノ線,,ひ
燃やせないごみ,PHS,携帯電話販売店で無料回収しています。,ひ
燃やせないごみ,PHSの充電器,携帯電話販売店で無料回収しています。,ひ
粗大ごみ,BS（CS）チューナー,30cm角程度より小さいものは燃やせないごみ,ひ
粗大ごみ,BSアンテナ,,ひ
燃やせないごみ,ビーズ,,ひ
粗大ごみ,ヒーター,,ひ
燃やせないごみ,ビー玉,,ひ
燃やせないごみ,ビーチサンダル,,ひ
粗大ごみ,ビーチパラソル,,ひ
燃やせないごみ,ビーチボール,空気を抜いて出してください。,ひ
粗大ごみ,ビーチマット,空気を抜いて出してください。,ひ
燃やせないごみ,ピーラー（皮むき器）,,ひ
缶・びん・ペットボトル,ビール缶,,ひ
粗大ごみ,ビールケース,できるだけ購入した販売店等に返却してください。,ひ
缶・びん・ペットボトル,ビールびん,できるだけ購入した販売店等に返却してください。,ひ
燃やせないごみ,ビールびんのふた,,ひ
燃やせないごみ,魚籠（びく）プラスチック製,,ひ
燃やせるごみ,魚籠（びく）布製,,ひ
燃やせないごみ,ひげそり,,ひ
燃やせないごみ,ひげそり（電気式）,電池、バッテリーは外す。,ひ
燃やせないごみ,ひげそりの替え刃,危険のないように新聞紙等で包む。,ひ
雑誌・ダンボール・紙パック,ピザの紙箱,汚れのとれないものは燃やせるごみ,ひ
燃やせないごみ,ビデオカメラ,30cm角程度より大きいものは粗大ごみ,ひ
燃やせないごみ,ビデオテープ,,ひ
燃やせないごみ,ビデオテープのケース,,ひ
粗大ごみ,ビデオデッキ,,ひ
粗大ごみ,ひな壇,,ひ
粗大ごみ,ひな人形セット,,ひ
プラスチック製容器包装,ビニール（包装など）プラスチック製,,ひ
燃やせないごみ,ビニールカバン,30cm角程度より大きいものは粗大ごみ,ひ
粗大ごみ,ビニールクロス,日曜大工で出たものに限る。,ひ
粗大ごみ,ビニールシート（ブルーシート等）,,ひ
燃やせないごみ,ビニールテープ・ひも,,ひ
燃やせないごみ,ビニールバッグ,30cm角程度より大きいものは粗大ごみ,ひ
粗大ごみ,ビニールプール,空気を抜いて出してください。,ひ
プラスチック製容器包装,ビニール袋（ポリ袋）ポリエチレン等,商品を入れていたもの,ひ
燃やせないごみ,ビニール風呂敷,,ひ
燃やせないごみ,ビニールホース,1m以下に切ってください。45リットルの袋に入らないものは粗大ごみ,ひ
燃やせないごみ,火ばさみ,,ひ
燃やせないごみ,火箸,,ひ
粗大ごみ,火鉢,30cm角程度より小さいものは燃やせないごみ,ひ
燃やせるごみ,ひも布製,,ひ
燃やせないごみ,ひもビニール製,1m以下に切ってください。,ひ
燃やせないごみ,100円ライター,必ず中身を使い切って出してください。,ひ
雑誌・ダンボール・紙パック,百科事典,,ひ
燃やせないごみ,ヒューズ,,ひ
粗大ごみ,びょうぶ,,ひ
燃やせるごみ,肥料,家庭菜園用に限る。,ひ
プラスチック製容器包装,肥料袋（家庭用）プラスチック製,,ひ
燃やせないごみ,肥料袋（家庭用）プラスチック製以外,紙製のものは燃やせるごみ,ひ
缶・びん・ペットボトル,びん（飲料用）,,ひ
燃やせないごみ,ピンセット,,ひ
雑誌・ダンボール・紙パック,便箋,雑がみとして雑誌と一緒に束ねて出す。,ひ
燃やせないごみ,ピン留め,,ひ
燃やせないごみ,びんのキャップ金属製,,ひ
プラスチック製容器包装,びんのキャッププラスチック製,,ひ
